Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR33,OUT027,3118.57391
NCP50,OUT049,2304.1007700000005
FDZ47,OUT018,1998.8647599999997
FDU57,OUT049,2172.37224
FDY44,OUT013,3121.17053
DRH59,OUT018,1631.30987
FDB03,OUT027,4864.26822
FDY46,OUT045,2596.9528999999998
FDM39,OUT045,2130.52671
FDY36,OUT035,1641.4966100000001
NCM55,OUT035,2912.3423599999996
FDJ50,OUT010,210.82556999999997
DRL60,OUT013,2598.0181799999996
NCJ54,OUT049,3802.0508999999997
FDX59,OUT017,1525.5808299999999
FDI07,OUT013,2397.61238
DRF51,OUT010,282.33249
FDM14,OUT017,1997.20026
FDP21,OUT045,2891.73585
FDE40,OUT035,2119.3745600000007
FDE05,OUT035,2306.3977800000002
FDM13,OUT027,3434.8621999999996
FDC34,OUT027,3284.2582400000006
NCI55,OUT018,1408.4333199999999
NCE43,OUT018,2193.1119099999996
FDW58,OUT018,2317.2836100000004
FDG60,OUT045,2577.4116700000004
FDV31,OUT017,2962.21078
FDR47,OUT013,2504.6730199999997
FDM60,OUT019,238.48956000000007
NCF06,OUT018,2446.5153899999996
NCN26,OUT027,3090.1442500000003
FDQ59,OUT049,2090.612
FDF09,OUT046,2030.0242000000003
NCS06,OUT017,4070.2351399999993
FDT44,OUT046,1457.16988
FDI19,OUT017,2511.36431
FDT22,OUT017,1202.16848
NCF54,OUT027,4039.6083399999998
DRG25,OUT045,2546.0191999999997
FDB59,OUT017,2633.3055799999997
FDQ37,OUT017,2657.70715
FDP56,OUT035,1947.6980300000002
FDW44,OUT035,2293.5145499999994
FDJ26,OUT010,354.93798
FDU43,OUT018,2381.66647
FDW33,OUT045,1639.8321099999998
NCX53,OUT027,4026.6252400000003
FDN56,OUT010,265.92051999999995
DRF15,OUT049,2478.64024
FDO33,OUT017,2117.7100599999994
FDZ39,OUT010,356.23629
NCJ19,OUT017,1528.21074
FDU01,OUT035,2527.31022
FDT12,OUT035,2532.23714
NCM18,OUT018,1155.163
FDP19,OUT017,2165.98056
NCR42,OUT049,1793.93152
FDN10,OUT046,2196.07472
FDG44,OUT017,1232.59554
FDQ10,OUT046,2704.2798599999996
DRH13,OUT049,2509.96613
FDT52,OUT013,2673.28687
FDM56,OUT045,1830.11775
NCO43,OUT010,287.92521
NCV29,OUT035,2626.44784
NCF06,OUT013,3352.6358999999998
FDO50,OUT035,1997.5664499999998
FDT59,OUT013,3386.99118
FDX40,OUT027,1735.8071800000002
FDE50,OUT017,2878.28669
FDX51,OUT017,3064.2779200000004
NCD30,OUT018,1259.89334
FDK15,OUT013,2012.5802399999998
FDL12,OUT045,1221.4101
FDK46,OUT017,3922.12793
DRH49,OUT010,256.53274
FDQ57,OUT046,2396.08104
FDY59,OUT017,1325.84083
FDO09,OUT018,2344.71457
NCG30,OUT035,2496.5835499999994
FDM09,OUT017,2474.57886
NCN17,OUT027,2988.1769799999997
NCS42,OUT013,1975.69492
FDD02,OUT019,404.24047
FDE34,OUT013,2999.6953200000003
FDU38,OUT045,3251.3011400000005
FDB33,OUT046,2069.3729799999996
NCJ29,OUT017,1654.2799699999996
FDZ27,OUT035,1967.2059700000002
FDI40,OUT013,1886.34456
FDG22,OUT013,1863.2413000000001
FDT51,OUT017,2118.94179
FDF20,OUT018,2709.77271
FDV50,OUT035,1892.56979
FDT02,OUT049,1793.3323
DRC49,OUT017,2197.30645
FDF26,OUT049,2469.7518099999998
FDV52,OUT035,2387.75854
FDX59,OUT049,1713.2698500000001
FDV25,OUT035,2655.31027
FDW23,OUT027,2448.7125300000002
FDE53,OUT018,2145.2741800000003
FDA19,OUT017,2244.5116700000003
FDH22,OUT046,2359.72836
NCO41,OUT013,1625.7837299999999
FDX12,OUT017,3341.2174299999997
FDF17,OUT013,2861.44195
FDS11,OUT045,2678.81301
FDR51,OUT035,2945.0664300000003
FDT49,OUT010,224.54105000000004
FDC56,OUT013,1823.72607
FDR13,OUT027,3169.2412900000004
FDQ60,OUT035,1742.59834
FDN38,OUT049,2779.0492
NCL29,OUT013,1764.4698700000001
FDO13,OUT027,4561.495669999999
FDE26,OUT018,1659.34005
FDA31,OUT010,312.79284
FDX14,OUT035,1935.3141499999997
FDA34,OUT045,2666.46242
FDF26,OUT013,1831.41606
FDE38,OUT045,2617.39296
DRI11,OUT046,1972.79869
FDQ60,OUT027,3597.9499100000003
FDL21,OUT027,1945.2345699999998
DRC12,OUT027,3308.26033
FDC47,OUT046,2880.7501500000003
FDE57,OUT045,2114.9136999999996
FDT14,OUT045,1560.3022999999998
NCZ53,OUT046,3192.57758
FDE28,OUT018,2100.0663600000003
FDR19,OUT035,2087.18313
NCF54,OUT019,378.20769
FDZ08,OUT046,2071.57012
NCJ05,OUT018,2209.3907200000003
FDF59,OUT046,2363.32368
NCO05,OUT035,2241.21596
FDW24,OUT018,1654.9790599999997
NCX42,OUT018,2312.6230100000002
NCA53,OUT035,1272.6101199999998
FDI45,OUT019,319.08464999999995
FDG46,OUT046,2105.2596
FDM20,OUT010,313.65838
FDW11,OUT010,269.44926
FDX08,OUT035,2809.40968
NCK17,OUT035,1766.9999099999998
FDK32,OUT018,1729.24905
NCA42,OUT035,2455.17079
DRI01,OUT035,2263.9863199999995
NCL55,OUT049,3660.2355
DRE25,OUT018,1614.06565
FDD14,OUT017,3100.69718
FDB10,OUT046,2970.59986
DRN11,OUT035,2383.83032
FDP38,OUT018,1562.46615
NCA30,OUT017,3086.11616
FDT15,OUT017,2958.8152000000005
NCP55,OUT018,1648.6206699999998
FDF12,OUT035,1787.40668
FDM21,OUT018,2699.0200400000003
FDX56,OUT035,2669.2920700000004
FDF10,OUT017,2719.99274
FDT32,OUT045,3429.6023800000003
FDM51,OUT018,2146.23959
NCR50,OUT018,1852.05586
FDI19,OUT049,3374.1745300000002
FDX21,OUT017,1735.7073099999998
FDR31,OUT035,2182.4258200000004
FDY02,OUT013,2195.0094400000003
NCA29,OUT045,3143.77444
NCX17,OUT046,2582.77136
FDM12,OUT045,3359.46035
FDI53,OUT027,3637.63159
NCU30,OUT049,2981.05292
FDC56,OUT027,3220.84079
FDK27,OUT018,1570.32259
NCK18,OUT017,2733.8746699999997
FDB52,OUT019,361.22979000000004
DRG25,OUT027,3308.72639
FDZ13,OUT049,1385.3966400000002
FDB57,OUT019,346.34916
FDR40,OUT046,1899.3276600000002
NCO14,OUT019,305.83523
NCN19,OUT045,2704.61276
FDQ28,OUT019,308.7314600000001
FDO13,OUT018,1908.0163499999999
FDK48,OUT013,1936.3794299999997
FDU07,OUT018,2153.82971
FDW20,OUT046,1684.0745200000001
FDV12,OUT010,254.86823999999996
FDH24,OUT013,2334.9606
FDV59,OUT049,3117.47534
FDK57,OUT045,1845.2647000000002
FDL16,OUT027,2572.4514599999993
NCQ17,OUT046,2511.9635299999995
FDJ15,OUT018,1991.8405699999998
FDX24,OUT049,1878.08864
FDT47,OUT046,2292.58243
FDT10,OUT049,1519.15586
FDZ37,OUT018,1972.5656599999998
FDW43,OUT027,5040.738509999999
DRN36,OUT017,1512.79747
FDJ14,OUT045,1583.9381999999998
FDA32,OUT013,3202.1650999999997
FDJ38,OUT019,450.84647000000007
FDQ57,OUT017,2191.88018
NCQ41,OUT019,363.75983
FDG56,OUT049,2305.29921
DRC13,OUT027,3609.20193
FDV55,OUT035,2497.81528
FDQ49,OUT045,2590.4613500000005
FDE29,OUT010,353.14032
FDR03,OUT013,2407.1666100000007
FDD45,OUT049,1516.9920100000002
FDN38,OUT010,382.56868000000003
FDT56,OUT046,1922.73053
FDT48,OUT045,2588.33079
FDU03,OUT049,2649.0850399999995
FDC56,OUT010,258.03078999999997
NCO43,OUT027,2691.09702
FDQ27,OUT017,2403.1718100000003
FDR03,OUT046,2692.7282299999997
DRH23,OUT010,189.45338999999998
FDG22,OUT045,1243.78098
NCJ42,OUT013,1991.5742500000003
FDR24,OUT046,1725.0877999999998
FDW60,OUT035,2041.2429300000003
FDJ08,OUT013,2841.66769
DRL59,OUT018,1479.67392
FDG60,OUT010,415.25946000000005
FDW27,OUT017,2601.2806
FDX14,OUT018,1922.36434
FDC20,OUT013,1234.8925500000003
NCS29,OUT018,2215.5160800000003
FDJ56,OUT046,2060.51784
FDB20,OUT019,268.48385
FDL28,OUT027,4519.01763
FDW01,OUT018,1552.6123099999998
FDL03,OUT046,2257.3283199999996
FDX22,OUT049,3026.5270600000003
FDJ21,OUT035,2114.64738
FDR31,OUT045,2461.09641
FDG21,OUT035,3030.08909
FDS22,OUT027,1945.2345699999998
FDK08,OUT035,1927.72403
FDE17,OUT018,1580.9421
NCN30,OUT017,1991.4743800000003
FDT50,OUT046,1923.7292299999997
NCX42,OUT049,2981.05292
FDJ12,OUT035,2532.23714
NCA18,OUT027,3003.6235399999996
FDP23,OUT019,483.00461000000007
FDX12,OUT013,3112.1156500000006
FDN40,OUT018,2329.5676200000003
FDV48,OUT035,1643.2942699999999
NCY54,OUT013,2947.06383
FDL16,OUT010,353.14032
FDR45,OUT018,2837.67289
FDJ52,OUT046,2390.98767
DRG01,OUT017,1353.87101
FDP52,OUT013,2710.27206
FDU58,OUT017,2507.00332
FDL02,OUT045,2493.15468
FDG28,OUT013,2673.28687
FDA19,OUT035,2163.75013
FDW46,OUT027,1800.5562300000001
NCD43,OUT049,2503.1749699999996
DRG39,OUT013,1922.7305300000003
NCF55,OUT049,2110.4195499999996
FDJ07,OUT046,1643.3608500000003
FDE08,OUT046,2059.28611
FDP56,OUT019,252.73768
FDT45,OUT045,1267.0174
FDF17,OUT018,2873.85912
FDX44,OUT046,2132.2245
FDM28,OUT027,4383.66049
FDI36,OUT049,2898.66017
FDS07,OUT045,1749.3229199999998
FDD36,OUT045,1539.79566
FDW11,OUT046,1963.64394
FDN40,OUT049,2578.14405
NCQ18,OUT049,2119.07495
NCQ54,OUT017,2912.9415799999997
NCS42,OUT045,1577.1137499999998
DRH39,OUT010,286.16084
FDC09,OUT027,3041.54085
FDT08,OUT010,312.29349
FDC08,OUT035,2603.67748
FDT20,OUT017,781.24972
FDS35,OUT035,1967.1726799999997
FDX58,OUT018,2656.7084499999996
FDW58,OUT046,2423.67845
DRD27,OUT046,1747.7250000000004
FDH32,OUT019,262.02558999999997
FDS26,OUT035,3029.4232899999997
FDQ31,OUT046,2410.39574
FDP11,OUT018,3078.89223
FDD58,OUT017,1491.9912199999999
FDM33,OUT045,3174.00176
FDZ16,OUT049,2848.92491
NCS29,OUT010,705.98103
NCM18,OUT019,288.09166
FDP11,OUT049,2910.4781199999998
NCC42,OUT017,2227.9665400000004
DRM23,OUT046,2268.4471800000006
NCN55,OUT027,4123.33269
FDK46,OUT013,3133.42125
FDR01,OUT046,2099.00108
NCA05,OUT045,2285.7912699999997
NCP43,OUT017,2419.1177199999997
FDR12,OUT010,308.46513999999996
FDQ01,OUT013,1920.9328700000005
FDM13,OUT046,2360.8269300000006
FDQ19,OUT017,3879.949500000001
FDK56,OUT019,299.77645
NCX06,OUT010,429.1746799999999
FDO56,OUT027,3457.3662399999994
FDU45,OUT045,2148.2037
FDI16,OUT019,270.14834999999994
FDL32,OUT046,1922.7305299999996
FDA07,OUT046,2611.5006299999995
FDA14,OUT045,2235.2903400000005
FDV46,OUT027,3493.28615
NCO07,OUT035,2577.54483
NCP41,OUT046,2278.50076
FDY60,OUT018,2114.61409
FDN38,OUT017,3288.78568
FDO15,OUT046,1583.0060799999997
FDT60,OUT013,1936.3794300000002
FDA55,OUT035,2730.3459300000004
FDE02,OUT010,213.3889
DRJ39,OUT049,3115.9772900000003
FDV34,OUT035,1539.7290799999998
FDS20,OUT027,4474.342450000001
FDF02,OUT027,3161.11853
FDW40,OUT017,2374.5091199999997
NCB43,OUT046,2673.7196400000007
FDR58,OUT017,1560.6684899999998
DRJ59,OUT035,1872.59579
NCD30,OUT017,1858.88031
FDE14,OUT017,1802.9864000000002
FDC28,OUT018,2267.41519
FDU16,OUT018,1417.78781
NCD19,OUT035,1983.51807
FDU21,OUT046,1456.00473
FDV59,OUT027,5303.829379999999
FDU03,OUT045,2898.4937199999995
FDC33,OUT010,279.03677999999996
NCR42,OUT035,1811.2756100000001
DRH59,OUT035,2057.9878
NCM31,OUT035,2221.5415700000003
FDS50,OUT035,3122.7018700000003
FDP39,OUT046,1461.5308699999998
FDQ55,OUT013,1872.36276
FDV36,OUT019,301.70727
FDI05,OUT027,3109.2859999999996
FDS45,OUT027,2512.29643
FDA39,OUT045,1738.30393
FDC37,OUT010,281.13405
FDJ60,OUT027,4187.5823900000005
DRQ35,OUT046,2111.35167
NCJ06,OUT046,1838.1739299999997
NCY42,OUT018,2116.11214
DRM37,OUT049,2629.51052
FDR14,OUT045,959.4510900000002
FDE51,OUT049,2361.4261500000002
FDT33,OUT017,2262.1553699999995
FDR08,OUT013,1886.37785
FDE36,OUT010,316.35487
FDL22,OUT019,348.97907
FDR44,OUT013,2704.2798599999996
FDI56,OUT019,287.72547000000003
FDE47,OUT010,328.13953000000004
FDV27,OUT010,375.11172
FDV10,OUT049,1288.15655
FDC40,OUT045,1481.57145
NCX41,OUT013,2438.39263
NCQ38,OUT027,2565.8600400000005
FDV12,OUT027,3597.9499099999994
FDE52,OUT017,1476.31163
FDG20,OUT027,4634.300899999999
FDV16,OUT027,3050.19625
FDI32,OUT017,1665.39883
FDJ32,OUT049,1412.8275999999998
FDN39,OUT018,2317.8828300000005
FDY34,OUT017,2170.8409
FDC14,OUT035,2532.33701
FDA55,OUT017,3738.2006799999995
FDZ50,OUT010,348.87919999999997
DRG13,OUT049,2621.3211800000004
FDP01,OUT013,2542.6901999999995
NCG54,OUT017,3071.9013299999997
FDM13,OUT045,2265.9171400000005
NCO18,OUT027,4016.771399999999
NCW41,OUT013,2169.67575
FDM52,OUT027,3964.8722900000002
NCF55,OUT035,2022.0346000000002
FDT09,OUT046,2072.00289
NCM19,OUT035,1690.03343
FDW12,OUT018,2114.61409
FDP15,OUT019,453.74270000000007
FDK36,OUT045,1371.1152299999999
FDZ25,OUT035,2527.31022
NCW06,OUT049,3535.69761
FDW60,OUT046,2312.45656
DRC49,OUT013,2529.1744599999997
NCT17,OUT035,2800.3548
NCN06,OUT018,2092.2765
FDC45,OUT013,2355.36737
DRJ47,OUT019,365.99026000000003
NCF06,OUT045,4003.954750000001
FDE21,OUT010,295.24901
DRG27,OUT013,1850.4579400000002
FDW40,OUT049,2387.62538
NCO53,OUT046,2656.0426500000003
FDE23,OUT049,1543.25782
FDQ16,OUT046,2071.70328
FDS26,OUT045,3993.10221
FDZ13,OUT010,197.57615000000004
FDS14,OUT049,2304.1340600000003
FDC10,OUT045,1750.62123
FDY16,OUT049,2774.82137
FDJ20,OUT035,2247.24145
FDV43,OUT035,1786.87404
FDZ32,OUT027,3063.74528
FDR23,OUT046,3323.3406999999997
FDN24,OUT035,1531.6396099999997
FDE34,OUT027,4575.34431
FDU31,OUT013,3297.50766
FDW33,OUT018,2022.5006599999997
FDU26,OUT046,1997.8993500000001
FDE20,OUT027,4019.86737
NCW05,OUT035,2237.8536700000004
FDB22,OUT018,2488.79369
FDO56,OUT046,2476.01033
FDA19,OUT027,3711.5686800000003
DRI39,OUT045,941.8073899999999
FDH52,OUT018,1348.9440900000002
FDZ50,OUT035,2391.2207
NCN42,OUT035,2674.68505
FDB53,OUT013,2093.47494
DRG11,OUT017,2134.48822
DRK11,OUT027,2861.10905
FDQ60,OUT017,2243.3798100000004
FDT36,OUT017,1264.62052
DRG25,OUT018,2607.3060899999996
DRJ23,OUT046,2245.3439200000003
FDG05,OUT035,3030.32212
NCK06,OUT018,1996.5677500000002
FDU52,OUT017,2288.9538199999997
FDW07,OUT018,1218.58045
NCM17,OUT045,1194.7781
FDA22,OUT045,2666.4624200000003
NCA41,OUT018,2259.62533
FDF38,OUT035,2369.11614
FDH52,OUT046,1672.1234100000001
FDY58,OUT019,433.96844
FDZ16,OUT045,2688.1674999999996
NCM18,OUT017,1151.63426
FDA22,OUT018,2102.52982
NCJ43,OUT035,2681.2098899999996
FDI34,OUT027,4752.54698
FDG56,OUT046,2084.7529599999993
FDS34,OUT046,2078.32799
DRC01,OUT035,1023.8672399999999
FDQ04,OUT035,1668.39493
FDK04,OUT035,1883.9809699999998
FDT51,OUT049,2592.59191
FDV26,OUT017,2853.98499
FDS04,OUT049,2545.2868200000003
FDW43,OUT018,2300.7717700000003
FDQ28,OUT010,347.38115
NCK06,OUT017,1865.30528
FDS23,OUT018,2210.1896800000004
FDZ36,OUT019,419.35413
FDE56,OUT018,1164.25117
FDW10,OUT027,4290.148880000001
NCN14,OUT045,2306.13146
NCQ18,OUT045,1777.6194200000002
FDW08,OUT017,1539.5293399999998
FDU43,OUT035,2669.2920700000004
FDR33,OUT010,415.02643
FDM24,OUT010,306.96709
NCZ05,OUT046,2146.3727500000005
NCV41,OUT035,2186.58707
FDV11,OUT018,2472.1153999999997
NCY05,OUT035,1752.6186300000002
FDV44,OUT018,2054.4257700000003
FDW32,OUT049,2180.1288100000006
NCU18,OUT027,3467.386529999999
NCC43,OUT035,3237.4857899999997
FDW19,OUT013,2056.8892299999998
FDN31,OUT035,2564.36199
FDI48,OUT045,1318.6501899999998
FDS24,OUT017,2015.9092399999997
FDF46,OUT049,2783.3769
DRG23,OUT017,2797.6250200000004
FDG14,OUT018,2170.6078700000003
NCY30,OUT049,2809.3098099999997
FDO28,OUT018,2267.41519
DRD24,OUT035,1926.52559
FDI33,OUT049,2214.31764
FDN32,OUT046,2283.1946500000004
FDR16,OUT045,3242.9120599999997
FDF26,OUT046,2061.6497
NCN29,OUT018,1207.6613300000001
FDE20,OUT045,2649.3180700000003
FDA46,OUT046,2883.97928
FDU28,OUT045,2879.1189400000003
FDQ48,OUT045,1711.9049600000003
FDV36,OUT013,2232.12779
FDR14,OUT018,1922.36434
FDP23,OUT017,2639.86371
FDP56,OUT013,1423.18079
FDK48,OUT010,275.27500999999995
FDR48,OUT046,2121.20551
NCY29,OUT049,1432.96805
FDM22,OUT018,1330.5680099999997
DRJ01,OUT013,2598.01818
FDZ43,OUT045,4057.085590000001
FDV03,OUT035,2319.41417
FDX11,OUT027,4187.5823900000005
NCA41,OUT027,4458.230090000001
FDE38,OUT017,2789.3691000000003
FDI27,OUT018,1991.8405699999996
FDN32,OUT013,2593.42416
NCN43,OUT017,1800.3232
FDB47,OUT027,5661.330690000001
FDV03,OUT017,2216.88097
NCN30,OUT045,2199.1041099999998
NCV54,OUT010,268.25082
FDV07,OUT013,1841.03687
FDP07,OUT049,2903.1210300000002
FDK48,OUT018,1654.9790599999997
FDM15,OUT019,393.58767
FDY19,OUT027,3478.00604
FDK46,OUT046,3069.0716799999996
FDY11,OUT045,1429.2395700000002
FDH09,OUT046,842.27029
FDO08,OUT027,4521.64754
FDU14,OUT013,2930.3522499999995
FDD22,OUT027,3307.0286
FDM27,OUT017,2276.10388
FDL02,OUT027,3051.7275900000004
NCA17,OUT035,2419.68365
FDE38,OUT019,446.38561
NCG07,OUT049,3696.12212
DRC27,OUT013,3184.45482
FDA27,OUT035,2799.85545
FDW40,OUT045,2733.2088699999995
DRI11,OUT013,2192.97875
FDN50,OUT046,2132.5574000000006
FDR12,OUT046,2812.20604
FDT34,OUT027,3727.4147199999998
FDW11,OUT035,1963.0447199999999
NCO30,OUT027,4567.48787
FDZ34,OUT017,2728.4483999999998
FDU45,OUT017,1979.3568200000002
NCD42,OUT035,1539.76237
FDX25,OUT045,2345.4469500000005
NCR29,OUT046,1709.90756
FDX43,OUT019,355.17101
FDB04,OUT010,291.42066
FDR49,OUT027,3122.63529
FDS39,OUT018,1791.002
FDW58,OUT045,1680.0131400000002
FDG22,OUT019,271.57982000000004
FDG31,OUT017,1661.00455
NCV53,OUT027,4651.245510000001
DRJ37,OUT035,2263.9863199999995
FDV07,OUT035,2163.75013
FDW52,OUT018,1924.5614799999998
FDT15,OUT045,2883.31348
FDD02,OUT018,1472.0837999999999
FDM16,OUT035,1981.92015
NCE55,OUT046,2669.72484
FDB57,OUT018,2023.5992299999998
FDQ04,OUT013,1815.10396
FDQ47,OUT019,202.83597
FDY14,OUT019,361.22979000000004
DRK37,OUT017,2508.9674299999997
FDO25,OUT017,3002.49168
FDL57,OUT046,2962.94316
NCK29,OUT018,1566.9270099999999
FDK46,OUT027,5616.522349999999
NCB43,OUT010,473.7499900000001
DRE01,OUT027,3308.26033
FDC46,OUT018,2655.1771099999996
FDQ23,OUT045,1895.6657599999999
FDX38,OUT049,2362.49143
FDG60,OUT018,1664.63316
FDW55,OUT017,3750.4513999999995
FDP39,OUT013,1502.97692
FDB20,OUT018,1337.95839
FDV21,OUT017,1703.4160099999997
FDZ02,OUT013,1878.78773
FDP19,OUT027,3678.0789400000003
FDA38,OUT035,3174.1349200000004
FDH22,OUT045,2052.2952099999998
DRM11,OUT045,3047.6994999999997
FDO12,OUT027,2971.1325
FDT14,OUT049,2426.6412600000003
FDW34,OUT010,448.3830100000001
FDG04,OUT027,4141.276
FDW59,OUT018,1974.0304199999998
FDR33,OUT018,1977.35942
FDP32,OUT013,1906.7513299999996
FDL13,OUT027,5058.382210000002
FDD22,OUT013,2501.81008
FDV40,OUT027,2567.4579599999997
NCD55,OUT046,1415.59067
FDQ20,OUT010,275.44146
FDD28,OUT045,971.66852
FDC39,OUT045,3378.7352600000004
NCR17,OUT049,1947.4650000000001
DRO35,OUT018,1928.55628
FDF40,OUT049,2532.27043
FDR31,OUT018,1917.87019
NCQ41,OUT017,2879.11894
FDP38,OUT046,1389.6577599999998
NCU54,OUT027,4907.445349999999
FDG22,OUT018,1588.0661599999999
DRK59,OUT013,2474.31254
FDC37,OUT046,1777.3863900000001
NCO42,OUT013,2261.6227299999996
NCT42,OUT017,2264.2526399999997
FDX27,OUT035,2307.1301599999997
FDV40,OUT018,2060.58442
FDT45,OUT027,1646.29037
FDS47,OUT019,338.52601
FDR45,OUT035,3801.9843200000005
FDB03,OUT045,3265.18307
FDO49,OUT035,1380.50301
FDU60,OUT027,4187.5823900000005
FDB26,OUT018,1813.7057799999998
FDB46,OUT017,3443.68405
FDQ37,OUT019,504.7762700000001
FDN03,OUT017,3105.72397
NCX30,OUT045,3245.40881
FDK32,OUT019,350.31066999999996
DRM47,OUT013,2571.55263
NCO02,OUT046,1890.1396200000004
FDP04,OUT013,1803.71878
NCO43,OUT049,2365.35437
FDD59,OUT013,1613.2333999999996
FDQ10,OUT017,3089.511740000001
FDW45,OUT035,2779.68171
NCK30,OUT049,3985.27906
FDU31,OUT018,2412.62617
NCQ17,OUT019,359.56529
FDN01,OUT017,2857.1475400000004
FDZ19,OUT049,1770.2290399999997
DRG37,OUT017,2633.43874
FDE32,OUT045,1228.8337700000002
FDO34,OUT049,2598.11805
FDM04,OUT019,260.72727999999995
FDZ25,OUT049,2604.64289
FDU08,OUT049,1466.95714
NCW30,OUT045,4003.954750000001
NCM18,OUT013,1833.18043
FDS22,OUT035,1522.11867
NCH18,OUT017,4148.666380000001
FDC23,OUT013,2883.8461199999997
FDY46,OUT013,3075.6298099999995
NCU06,OUT046,2841.23492
FDX57,OUT045,1858.4475400000003
FDX36,OUT027,4187.5823900000005
FDL16,OUT045,1152.89928
FDT16,OUT010,354.17231000000004
FDN16,OUT018,1384.29807
FDC03,OUT046,3664.1637199999996
DRF60,OUT013,3740.9637500000003
FDS27,OUT027,3701.4485200000004
FDP33,OUT010,494.65611
FDJ36,OUT018,1372.4801199999997
NCR42,OUT013,1695.02693
FDV14,OUT017,1157.29356
NCP42,OUT035,3298.2400400000006
FDB50,OUT027,3122.63529
NCC30,OUT027,4016.771399999999
FDA23,OUT018,1654.9790599999997
FDW16,OUT017,1736.47298
FDQ52,OUT010,368.85319999999996
FDB58,OUT049,2074.3331900000003
NCP29,OUT049,1753.65062
NCM05,OUT045,3258.9911299999994
FDO25,OUT013,3311.0899799999997
NCM54,OUT046,2138.74934
NCL54,OUT046,2443.11981
FDL39,OUT010,396.08441999999997
FDF53,OUT018,1684.8734799999997
NCQ42,OUT035,2572.3515899999998
FDF58,OUT013,2252.03521
FDZ04,OUT035,1535.46796
FDE26,OUT019,398.48130000000003
FDS60,OUT017,2510.3989
FDV58,OUT017,2825.7217800000008
FDM04,OUT045,1133.32476
FDE08,OUT035,2497.81528
NCB43,OUT049,3102.52813
FDU11,OUT010,390.95775999999995
FDF22,OUT019,376.04384
FDE24,OUT013,1997.3001299999996
DRJ49,OUT046,1694.4609999999998
NCQ53,OUT035,3198.10372
NCL41,OUT013,1374.8104200000002
FDR22,OUT013,2215.4827900000005
FDH04,OUT035,2426.5081
DRH15,OUT045,1208.8930599999999
FDY40,OUT049,1912.5770800000003
NCI17,OUT035,1996.90065
NCC18,OUT013,2693.8600899999997
FDY28,OUT027,4353.999099999999
FDB45,OUT027,3141.84362
NCL30,OUT018,1436.2970499999997
FDM10,OUT017,3153.8613100000002
FDH22,OUT027,3727.4147199999998
NCZ53,OUT017,2736.70432
NCI18,OUT013,3249.8696700000005
FDH14,OUT027,3507.4344000000006
FDR36,OUT027,3597.9499100000003
FDW01,OUT045,2943.03574
FDK02,OUT027,3122.63529
FDJ02,OUT018,2008.6520199999995
FDU55,OUT013,3272.6400299999996
NCV18,OUT027,2698.0213400000002
FDH14,OUT018,2008.6520199999995
FDZ37,OUT045,1643.79362
FDX49,OUT049,2633.6051899999998
NCD43,OUT046,1695.8591800000002
FDZ07,OUT013,1943.7032299999998
FDK43,OUT035,1888.5417000000002
FDR32,OUT018,2398.3780499999993
FDT39,OUT013,2415.5224000000003
NCV54,OUT017,1863.8738100000003
FDF38,OUT018,1838.7065700000003
FDV60,OUT046,2854.38447
FDH44,OUT027,3808.10968
FDS21,OUT046,2002.7264000000002
NCL41,OUT045,886.74573
FDM46,OUT017,1599.28489
FDU27,OUT045,1697.1241999999997
NCJ54,OUT017,4077.1261700000005
DRG51,OUT018,2472.7812000000004
NCA29,OUT019,341.98817
FDR47,OUT045,2442.1211100000005
NCL19,OUT027,3235.75471
DRG01,OUT049,2301.2045399999997
FDG10,OUT046,1916.13911
NCV05,OUT049,2224.53767
NCH18,OUT019,437.79679000000004
FDV14,OUT018,2016.7082000000003
DRJ23,OUT035,2396.18091
DRJ11,OUT046,2604.01038
FDZ03,OUT017,3314.2525299999993
FDI27,OUT010,279.56942000000004
FDJ14,OUT018,1830.3174900000001
FDU32,OUT017,1914.97396
FDD47,OUT027,3805.912539999999
DRF36,OUT035,2190.1823900000004
FDM21,OUT046,3047.1002799999997
FDV10,OUT018,1394.98416
FDH60,OUT018,2206.3946199999996
FDX47,OUT010,389.92576999999994
FDT19,OUT019,339.35826000000003
FDO11,OUT045,2678.81301
FDH24,OUT027,2971.1325
FDL02,OUT018,2008.65202
FDB02,OUT049,2649.3846499999995
FDA43,OUT046,2790.76728
FDG52,OUT045,815.97119
DRC12,OUT013,2791.8325600000003
FDY37,OUT018,1813.7057799999995
NCU18,OUT045,2472.94765
FDU09,OUT035,1565.09606
DRJ25,OUT027,2256.8955499999997
DRE12,OUT018,1928.9890499999997
DRL47,OUT017,2273.87345
DRK01,OUT046,1892.40334
FDC22,OUT019,287.32598999999993
FDG44,OUT013,1383.7654300000002
FDW04,OUT035,2225.17018
FDK09,OUT049,3144.5068200000005
NCN43,OUT035,1951.3266400000005
FDG04,OUT049,3119.9388000000004
FDH32,OUT010,275.44145999999995
DRI47,OUT017,2561.56563
DRE15,OUT013,1922.7305300000003
FDY11,OUT035,1643.2942699999999
FDO60,OUT049,1831.4826399999997
FDQ20,OUT018,1206.86237
FDO57,OUT027,4353.233429999999
FDT14,OUT019,252.47136000000006
FDA57,OUT049,2388.29118
DRN35,OUT017,1537.39878
FDJ03,OUT046,1925.1606999999997
FDX28,OUT017,1733.01082
DRE25,OUT045,1454.1404900000002
