user,churn,age,housing,credit_score,deposits,withdrawal,purchases_partners,purchases,cc_taken,cc_recommended,cc_disliked,cc_liked,cc_application_begin,app_downloaded,web_user,app_web_user,ios_user,android_user,registered_phones,payment_type,waiting_4_loan,cancelled_loan,received_loan,rejected_loan,zodiac_sign,left_for_two_month_plus,left_for_one_month,rewards_earned,reward_rate,is_referred
62303,1,50.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
2414,0,36.0,R,607.0,38,4,72,38,0,270,0,0,20,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,65.0,2.17,1
58351,1,58.0,R,576.0,0,0,0,0,0,18,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,4.0,0.13,0
46756,0,37.0,na,,0,0,45,0,0,102,0,0,13,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,50.0,1.67,0
57269,0,22.0,na,,0,0,0,0,0,21,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,19.0,0.63,0
33437,0,36.0,na,,28,0,45,28,0,119,0,0,7,1,1,1,1,0,2,Weekly,0,0,0,0,Scorpio,0,0,32.0,1.0699999999999998,0
60014,1,29.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Gemini,0,0,,0.0,0
49686,1,25.0,na,586.0,0,0,7,0,1,104,0,0,8,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,35.0,1.17,1
2013,0,30.0,na,587.0,0,0,44,0,0,69,0,0,5,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,29.0,0.97,0
22215,1,58.0,na,558.0,0,0,0,0,0,208,0,0,10,1,0,0,0,1,0,Monthly,0,0,0,0,Aries,0,0,62.0,2.07,0
32550,0,60.0,na,,0,0,13,0,0,42,0,0,4,1,1,1,0,1,0,Monthly,0,0,0,0,na,0,0,9.0,0.64,0
43619,0,45.0,na,,1,0,19,0,0,72,0,0,7,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Capricorn,1,0,8.0,0.27,1
62375,0,21.0,na,,0,0,4,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Cancer,0,0,1.0,0.05,0
40396,0,36.0,na,553.0,0,0,5,0,0,14,0,0,1,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,8.0,0.27,0
20685,1,46.0,R,571.0,0,0,0,0,0,172,0,0,29,1,0,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,60.0,2.0,0
10649,1,45.0,na,,0,0,0,0,1,147,0,0,5,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,43.0,1.4300000000000002,0
37191,1,40.0,na,583.0,13,2,25,13,0,98,0,0,23,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,15.0,0.5,0
28580,0,37.0,R,437.0,33,1,0,33,0,249,0,0,28,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,68.0,2.27,0
69133,1,23.0,na,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,2.0,0.06999999999999999,0
55788,0,22.0,R,,7,0,29,7,0,121,0,0,12,1,0,0,0,1,0,na,0,0,0,0,Aries,0,1,24.0,0.89,0
54311,0,23.0,R,,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,1
33546,1,40.0,R,518.0,47,1,101,42,0,297,0,0,14,1,1,1,1,0,0,na,0,0,0,0,na,0,0,51.0,1.7,1
98,0,18.0,na,,0,0,9,0,1,231,0,0,14,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,61.0,2.03,1
39923,0,30.0,na,479.0,0,0,4,0,0,5,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,3.0,0.27,0
8715,1,26.0,na,,0,0,33,0,0,99,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,22.0,0.73,1
26152,0,29.0,R,614.0,17,1,60,17,0,295,0,0,28,1,1,1,1,0,0,Weekly,0,0,0,0,Gemini,0,0,62.0,2.07,1
50977,1,35.0,na,579.0,0,0,0,0,0,3,0,0,0,1,1,1,1,0,0,Weekly,0,0,0,0,Virgo,1,0,,0.0,0
29102,1,30.0,na,,0,0,50,0,0,112,0,0,1,1,0,0,1,0,0,Weekly,0,0,0,0,Leo,1,0,22.0,0.73,0
20271,0,24.0,O,617.0,0,0,0,0,0,251,0,0,11,1,0,0,0,1,0,na,0,0,0,0,Libra,0,0,74.0,2.47,0
6036,0,35.0,R,563.0,5,1,84,5,0,255,0,0,12,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,53.0,1.77,1
46107,0,40.0,na,,0,0,8,0,0,8,0,0,1,1,1,1,0,1,0,na,0,0,0,0,na,0,0,4.0,0.13,0
34468,0,35.0,na,537.0,0,0,8,0,0,23,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,10.0,0.33,1
65817,0,31.0,na,587.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Monthly,0,0,0,0,Sagittarius,0,0,,0.0,0
3311,0,19.0,na,,0,0,46,0,0,159,0,0,2,1,0,0,0,1,0,na,0,0,0,0,na,0,0,33.0,1.1,0
5896,0,51.0,R,588.0,2,0,152,0,0,273,0,0,27,1,1,1,1,0,0,na,0,0,0,0,Gemini,0,0,56.0,1.87,1
37892,0,24.0,na,509.0,0,0,23,0,0,35,0,0,4,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,9.0,0.9,0
37360,0,22.0,na,482.0,0,0,73,0,0,155,0,0,2,1,0,0,1,0,0,Monthly,0,0,0,0,Virgo,1,0,32.0,1.0699999999999998,0
37578,0,26.0,R,601.0,0,0,80,0,0,193,0,0,4,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,1,0,44.0,1.47,1
33088,0,49.0,R,579.0,30,6,106,30,0,227,0,0,28,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,60.0,2.0,1
15979,1,24.0,na,546.0,0,0,2,0,0,18,0,0,2,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Libra,1,0,10.0,0.33,0
2556,1,19.0,na,,5,0,79,5,0,187,0,0,23,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,38.0,1.27,0
50227,1,29.0,na,,1,0,8,1,0,21,0,0,1,1,0,0,0,1,0,Weekly,0,0,0,0,Gemini,0,0,6.0,0.6,0
56670,1,29.0,O,554.0,1,1,0,1,0,71,0,0,4,1,1,1,0,1,0,na,0,0,0,0,na,0,0,23.0,0.77,1
66559,1,21.0,na,,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,Monthly,0,0,0,0,Aries,0,0,1.0,0.06999999999999999,0
62217,0,23.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Aquarius,1,0,,0.0,0
22871,0,23.0,na,563.0,0,0,23,0,0,60,0,0,1,1,0,0,1,1,2,Monthly,0,0,0,0,Libra,0,0,25.0,0.83,0
2262,0,32.0,R,485.0,0,0,55,0,0,172,0,0,11,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,40.0,1.33,0
15883,0,20.0,na,643.0,1,0,44,1,0,57,0,0,6,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,1,0,35.0,1.17,1
7209,0,39.0,R,576.0,44,0,27,44,0,280,0,0,5,1,1,1,1,0,0,Weekly,0,0,0,0,Pisces,0,0,67.0,2.23,1
18904,0,21.0,R,,2,0,4,2,0,149,0,0,3,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,56.0,1.87,0
30103,0,20.0,R,527.0,39,3,109,38,0,219,0,0,23,1,1,1,0,1,0,Weekly,0,0,0,0,Libra,0,0,63.0,2.1,1
13807,1,38.0,O,566.0,0,0,0,0,0,166,0,1,14,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,49.0,3.5,0
49871,0,27.0,na,,0,0,2,0,0,5,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.0,0.08,0
46829,1,30.0,na,549.0,0,0,18,0,0,49,0,0,0,1,0,0,0,1,0,na,0,0,0,0,Aries,0,0,18.0,0.6,0
2995,1,26.0,R,469.0,40,0,103,40,0,221,0,0,35,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,54.0,1.8,1
52256,0,36.0,R,,0,0,0,0,1,60,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,25.0,0.83,0
68095,1,23.0,na,588.0,0,0,0,0,0,11,0,0,2,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,11.0,0.37,0
33024,1,30.0,R,493.0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.0,0.06999999999999999,0
16255,0,27.0,na,,0,0,79,0,0,177,0,0,2,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,56.0,1.87,0
14339,0,37.0,R,563.0,24,15,85,24,0,175,0,0,21,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Libra,0,0,39.0,1.3,0
68542,1,33.0,na,660.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Scorpio,0,0,,0.0,0
6455,1,25.0,na,497.0,0,0,0,0,0,54,0,0,8,1,1,1,0,1,0,na,0,0,0,0,Leo,0,0,36.0,1.2,0
10605,0,29.0,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,2.0,0.06999999999999999,0
25017,1,21.0,R,581.0,0,0,72,0,0,249,0,0,10,1,1,1,0,1,0,Bi-Weekly,0,1,1,0,Pisces,0,0,68.0,2.27,0
60081,0,33.0,R,501.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,,0.0,0
65199,0,23.0,R,526.0,0,0,3,0,0,5,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,2.0,0.0,0
48401,0,31.0,na,519.0,0,0,2,0,0,5,0,0,3,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,2.0,0.18,1
12908,1,32.0,R,485.0,2,0,0,2,2,240,0,0,20,1,0,0,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,70.0,2.33,0
12520,0,39.0,R,382.0,8,0,54,8,0,160,0,0,13,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,46.0,1.53,1
27019,0,29.0,R,651.0,52,0,84,51,0,267,0,0,15,1,1,1,0,1,0,Monthly,0,0,0,0,Libra,0,0,54.0,1.8,1
34767,1,24.0,R,,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Pisces,0,0,,0.0,1
43555,1,28.0,na,575.0,0,0,48,0,0,183,0,0,21,1,0,0,1,0,0,Weekly,0,0,0,0,Scorpio,0,0,16.0,0.53,1
39918,1,43.0,na,609.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Cancer,0,0,,0.0,0
32045,0,28.0,na,549.0,14,0,69,13,0,80,0,0,3,1,0,0,1,0,0,Monthly,0,0,0,0,Gemini,0,0,29.0,0.97,0
59534,0,18.0,na,,0,0,5,0,0,5,0,0,0,1,0,0,1,1,2,Weekly,0,0,0,0,Libra,0,0,1.0,0.04,0
63045,0,25.0,na,,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Monthly,0,0,0,0,na,0,0,,0.0,0
58124,1,34.0,O,521.0,0,0,0,0,0,19,0,0,4,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,1,12.0,0.4,0
5470,0,54.0,R,561.0,3,0,80,3,0,185,0,0,19,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,46.0,1.53,1
30272,0,29.0,R,520.0,14,1,33,14,0,72,0,0,11,1,0,0,0,1,0,na,0,0,0,0,na,0,0,15.0,0.5,1
17058,1,43.0,na,631.0,0,0,56,0,0,156,0,0,9,1,0,0,0,1,0,Semi-Monthly,0,0,1,0,Virgo,0,0,46.0,1.53,0
13648,0,20.0,na,522.0,0,0,29,0,0,86,0,0,2,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,1,0,28.0,0.93,1
580,0,48.0,R,555.0,0,0,0,0,1,293,0,0,18,1,1,1,0,1,2,Weekly,0,0,0,0,Aries,0,0,67.0,2.23,0
38617,1,30.0,na,614.0,8,3,31,8,0,64,0,0,9,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,9.0,0.3,1
67437,0,29.0,O,586.0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.0,0.03,0
43339,1,40.0,na,602.0,0,0,0,0,0,6,0,0,1,1,1,1,1,0,0,Weekly,0,0,0,0,Capricorn,0,0,5.0,0.16999999999999998,0
24299,0,39.0,R,433.0,15,3,40,15,0,109,0,0,11,1,1,1,1,1,3,Semi-Monthly,0,0,0,0,Sagittarius,1,0,17.0,0.5700000000000001,1
67456,1,24.0,na,,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,,0.0,0
49718,0,28.0,R,555.0,4,1,73,3,0,195,0,0,6,1,1,1,0,1,3,na,0,0,0,0,Cancer,0,0,55.0,1.83,0
35587,0,19.0,O,,0,0,141,0,0,166,0,0,6,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Leo,0,0,45.0,1.5,1
15549,0,19.0,R,452.0,1,0,30,1,0,43,0,0,4,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,Pisces,1,0,21.0,0.7,0
10929,0,46.0,R,550.0,1,0,8,1,0,36,0,0,10,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Libra,1,0,5.0,0.16999999999999998,1
34596,1,26.0,na,523.0,0,0,18,0,0,52,0,0,3,1,1,1,1,0,2,Bi-Weekly,0,1,0,0,Pisces,0,0,23.0,0.77,0
33182,1,25.0,na,565.0,0,0,2,0,0,14,0,0,1,1,0,0,1,0,0,na,0,0,0,0,Aquarius,0,0,7.0,0.23,0
3498,0,25.0,na,675.0,1,0,11,1,0,22,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,9.0,0.3,0
52985,0,30.0,R,585.0,18,0,37,18,0,80,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,19.0,0.95,0
40018,0,31.0,R,524.0,27,3,38,26,0,109,0,0,11,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,29.0,0.97,1
5860,1,25.0,R,479.0,0,0,0,0,0,19,0,0,0,1,1,1,1,0,0,na,0,0,0,0,Aries,0,0,,0.0,1
7523,0,34.0,R,541.0,0,0,125,0,0,289,0,0,19,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,67.0,2.23,0
53989,0,25.0,O,,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.0,0.08,0
63180,1,17.0,na,508.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,,0.0,0
62109,1,55.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,,0.0,0
20000,0,41.0,na,548.0,39,0,50,39,0,139,0,0,24,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,1,0,41.0,1.37,1
9006,0,20.0,R,468.0,14,0,45,14,0,160,0,0,22,1,1,1,0,1,2,Bi-Weekly,0,0,0,0,Virgo,0,0,30.0,1.0,1
28717,0,28.0,na,587.0,0,0,9,0,0,20,0,0,8,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,5.0,0.5,0
48868,1,25.0,na,,0,0,2,0,0,9,0,0,0,1,0,0,1,0,0,Weekly,0,0,1,0,Leo,1,0,4.0,0.24,0
20530,1,25.0,na,,0,0,0,0,0,156,0,0,6,1,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,59.0,1.97,0
46320,1,27.0,na,440.0,0,0,92,0,0,158,0,0,16,1,1,1,0,1,0,Bi-Weekly,0,1,0,0,na,0,0,44.0,1.47,1
24971,0,20.0,O,,1,0,41,1,0,194,0,0,23,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,50.0,1.67,0
58869,0,59.0,na,,1,2,16,1,0,32,0,0,21,1,1,1,1,0,0,Monthly,0,0,0,0,Libra,0,0,6.0,0.75,1
36917,1,38.0,R,537.0,2,0,17,2,0,44,0,0,8,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,11.0,0.79,0
2441,1,20.0,na,445.0,5,1,56,4,0,243,0,0,17,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,27.0,0.9,0
42381,0,30.0,na,,36,7,67,36,0,167,0,0,88,1,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,41.0,1.37,1
16686,1,27.0,R,454.0,41,3,61,40,0,238,0,0,13,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,59.0,1.97,1
23644,1,34.0,R,801.0,3,1,41,3,0,39,0,0,10,1,0,0,1,1,2,Semi-Monthly,0,0,0,0,na,0,0,9.0,0.3,1
59769,1,45.0,R,508.0,0,0,0,0,0,3,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,3.0,0.38,0
33377,0,35.0,R,586.0,3,0,113,3,0,255,0,0,11,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Sagittarius,1,0,64.0,2.13,1
39021,0,32.0,R,562.0,0,0,34,0,0,36,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,14.0,0.47,0
50435,0,25.0,na,582.0,0,0,0,0,0,12,0,0,4,1,0,0,1,1,2,Bi-Weekly,0,0,0,0,Scorpio,0,0,7.0,0.23,0
33312,1,44.0,R,585.0,0,0,0,0,0,201,0,0,3,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,1,67.0,2.23,0
36561,0,33.0,na,464.0,0,0,62,0,0,167,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,48.0,1.6,1
4853,0,32.0,R,556.0,0,0,0,0,0,247,1,0,13,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,65.0,2.17,1
5013,0,46.0,O,,0,0,68,0,0,238,0,0,3,1,1,1,0,1,0,Monthly,0,0,0,0,Cancer,0,0,55.0,1.83,0
37694,1,45.0,O,556.0,0,0,0,0,3,104,1,0,4,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Gemini,0,0,54.0,1.8,0
50644,0,59.0,na,,0,0,0,0,0,12,0,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,,0.0,1
34757,1,50.0,na,603.0,1,0,23,1,0,37,0,0,5,1,1,1,1,0,0,Monthly,0,0,0,0,Aquarius,0,0,17.0,0.5700000000000001,0
64888,1,33.0,O,470.0,0,0,15,0,0,19,0,0,3,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,1,0,11.0,1.38,0
6254,1,29.0,R,511.0,0,0,0,0,0,163,0,0,4,1,1,1,0,1,0,na,0,0,0,0,Aries,0,0,56.0,1.87,0
42202,0,50.0,R,516.0,0,0,26,0,0,96,0,0,0,1,1,1,0,1,0,Monthly,0,0,0,0,Libra,1,0,24.0,0.8,0
33228,0,33.0,R,551.0,0,0,0,0,0,181,0,0,12,1,0,0,1,1,3,Bi-Weekly,0,0,0,0,Taurus,0,0,61.0,2.03,0
36744,0,31.0,R,585.0,0,0,0,0,0,259,0,0,9,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,64.0,2.13,0
22774,0,23.0,R,,3,1,10,3,0,17,0,0,4,1,0,0,0,1,2,Weekly,0,0,0,0,Leo,0,0,6.0,0.21,1
65930,0,37.0,na,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Semi-Monthly,0,0,0,0,Gemini,0,0,,0.0,0
60963,0,23.0,na,,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,Weekly,0,0,0,0,Pisces,1,0,,0.0,1
63469,0,37.0,na,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,,0.0,0
8910,0,21.0,R,517.0,11,2,142,10,0,304,0,0,27,1,0,0,0,1,0,Weekly,0,0,0,0,Sagittarius,0,0,67.0,2.23,1
4495,0,36.0,O,557.0,0,0,81,0,0,253,0,0,5,1,0,0,0,1,2,na,0,0,0,0,Scorpio,0,0,55.0,1.83,0
36498,0,48.0,na,557.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Weekly,0,0,0,0,Aquarius,0,0,,0.0,0
52538,0,51.0,na,684.0,16,4,16,16,0,49,0,0,20,1,1,1,1,0,2,Bi-Weekly,0,0,0,0,Leo,0,0,15.0,0.5,1
3633,0,36.0,na,578.0,1,1,35,1,0,55,0,0,18,1,1,1,1,0,0,na,0,0,0,0,na,0,0,15.0,0.5,0
50379,0,58.0,R,534.0,34,1,50,30,0,71,0,0,3,1,1,1,0,1,2,Weekly,0,0,0,0,Gemini,0,0,35.0,1.17,0
9179,1,58.0,na,,0,0,0,0,1,77,0,0,33,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,38.0,1.27,0
43705,0,24.0,na,594.0,6,2,86,6,0,261,0,0,19,1,1,1,1,0,0,Semi-Monthly,0,0,0,0,Virgo,0,0,62.0,2.07,1
1945,1,28.0,R,523.0,0,0,0,0,0,51,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,23.0,0.77,0
50544,0,30.0,O,481.0,2,1,194,2,0,275,0,0,17,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,67.0,2.23,1
20559,0,39.0,R,,0,0,0,0,0,196,0,0,14,1,0,0,0,1,0,Weekly,0,0,0,0,na,0,0,72.0,2.4,0
32669,0,32.0,R,587.0,0,0,94,0,0,261,0,0,34,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,67.0,2.23,0
27894,0,21.0,R,574.0,0,0,0,0,0,209,0,0,54,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,66.0,2.2,0
10403,0,21.0,R,542.0,0,0,0,0,0,168,0,0,24,1,1,1,0,1,0,Bi-Weekly,0,1,1,0,Virgo,0,0,55.0,1.83,0
28215,0,28.0,O,440.0,0,0,24,0,0,270,0,0,6,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,66.0,2.2,0
1303,1,43.0,O,546.0,54,4,56,54,0,262,0,0,22,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Sagittarius,0,0,29.0,0.97,1
19930,0,38.0,na,579.0,0,0,82,0,0,91,0,0,14,1,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,20.0,0.67,0
30125,0,21.0,R,,1,0,55,1,0,121,0,0,16,1,0,0,1,0,0,na,0,0,0,0,Sagittarius,0,0,25.0,1.0,1
15990,0,36.0,R,550.0,9,2,101,9,0,258,0,0,12,1,0,0,0,1,2,Bi-Weekly,0,0,0,0,na,0,0,67.0,2.23,0
44904,1,21.0,na,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,Bi-Weekly,0,0,0,0,Capricorn,0,0,,0.0,0
29523,0,34.0,R,647.0,0,0,0,0,1,275,0,0,45,1,1,1,1,0,2,Monthly,0,0,0,0,Leo,0,0,66.0,2.2,1
69101,1,27.0,R,,0,0,0,0,0,45,0,0,6,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,25.0,0.83,0
26144,0,26.0,na,451.0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.0,0.06999999999999999,0
63508,1,24.0,O,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Bi-Weekly,0,0,0,0,Scorpio,1,0,,0.0,0
60488,0,31.0,na,,1,2,12,1,0,10,0,0,1,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,8.0,0.8,1
29157,0,39.0,R,545.0,2,0,118,2,0,175,0,0,11,1,1,1,1,0,0,Weekly,0,0,0,0,Cancer,1,0,37.0,1.23,1
5610,0,35.0,O,548.0,0,0,36,0,1,241,0,0,25,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,na,0,0,68.0,2.27,0
19878,0,27.0,R,584.0,17,1,82,17,0,233,0,0,18,1,1,1,0,1,0,na,0,0,0,0,Libra,0,0,58.0,1.93,0
44891,0,21.0,na,,0,0,7,0,0,4,0,0,1,1,0,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,2.0,0.1,1
63831,1,30.0,na,,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,Semi-Monthly,0,0,0,0,Aries,0,0,1.0,0.14,0
31303,1,43.0,R,503.0,0,0,0,0,0,69,0,0,8,1,1,1,0,1,0,na,0,0,0,0,na,0,0,15.0,0.5,1
43897,0,41.0,na,586.0,0,0,23,0,0,49,0,0,0,1,0,0,1,0,0,Weekly,0,0,0,0,Aries,0,0,14.0,0.8199999999999998,0
18110,0,44.0,O,529.0,1,0,81,1,0,199,0,0,16,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,40.0,1.33,1
43725,0,42.0,na,509.0,1,0,77,1,0,104,0,0,1,1,1,1,0,1,0,Bi-Weekly,1,0,0,0,Libra,0,0,10.0,0.33,0
24445,1,51.0,O,568.0,0,0,3,0,0,14,0,0,4,1,1,1,0,1,0,Bi-Weekly,0,0,1,0,Aquarius,0,0,4.0,0.13,0
56940,1,32.0,na,519.0,4,0,7,4,0,10,0,0,2,1,0,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,8.0,0.27,0
5421,1,28.0,na,456.0,0,0,23,0,0,68,0,0,1,1,0,0,0,1,0,na,0,0,0,0,Pisces,0,0,15.0,0.5,0
54544,0,30.0,R,520.0,1,0,35,1,0,41,0,0,3,1,0,0,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,12.0,0.4,1
68471,0,26.0,na,580.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,,0.0,0
34150,1,67.0,na,,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,Monthly,0,0,0,0,Leo,0,0,2.0,0.12,1
5560,1,18.0,na,433.0,0,0,3,0,0,0,0,0,0,1,1,1,0,1,2,na,0,0,0,0,Virgo,0,0,4.0,0.13,0
65812,1,23.0,na,638.0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,2,Weekly,0,0,0,0,Pisces,1,0,1.0,1.0,0
35647,1,35.0,O,603.0,1,3,95,1,0,303,0,0,9,1,1,1,0,1,2,na,0,0,1,0,Cancer,0,0,47.0,1.5699999999999998,0
35157,0,25.0,na,499.0,0,0,0,0,0,57,0,0,1,1,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,25.0,0.83,0
